time,high,low,open,volumefrom,volumeto,close
2025-03-06,0.3599,0.2789,0.3071,289601968.9,84158332.16,0.2906
2025-03-07,0.3044,0.2476,0.2906,298761266.84,74705248.8,0.25
2025-03-08,0.2643,0.229,0.25,87617551.86,20800406.81,0.2374
2025-03-09,0.2547,0.2226,0.2374,154891245.68,35950258.12,0.2321
2025-03-10,0.2476,0.1988,0.2321,413586109.62,90327206.34,0.2184
2025-03-11,0.2748,0.2074,0.2184,364767400.18,95459628.63,0.2617
2025-03-12,0.293,0.2383,0.2617,236407227.92,68652658.99,0.2904
2025-03-13,0.3024,0.2383,0.2904,494452367.01,119930153.41,0.2426
2025-03-14,0.3177,0.2355,0.2426,206665385.34,58651636.36,0.2838
2025-03-15,0.3472,0.2834,0.2838,40187321.96,13478827.79,0.3354
2025-03-16,0.3578,0.2946,0.3354,43926042.96,12975753.09,0.2954
2025-03-17,0.3504,0.2954,0.2954,58164669.31,18740656.45,0.3222
2025-03-18,0.3227,0.2652,0.3222,81691726.4,24115397.63,0.2952
2025-03-19,0.415,0.2949,0.2952,128571605.06,51120070.17,0.3976
2025-03-20,0.4119,0.3412,0.3976,96131860.2,34664359.55,0.3606
2025-03-21,0.4362,0.3444,0.3606,61819293.31,26456900.01,0.428
2025-03-22,0.4855,0.401,0.4277,19831454.42,9059600.89,0.4423
2025-03-23,0.556,0.4331,0.4418,72563808.95,40047966.16,0.5519
